,age,Gender,Educational Qualification ,income,Family type, Location,reside,Occupation,dependent,marital_status,Mother tongue,read_eWOMS, Save time,Detailed product information,Visual demonstrations in video reviews,Trust in reputable reviewers,Recommendations from like-minded individuals,Engaging with a community of reviewers,Availability of a wide range of information,Reviews are transparent and authentic,Assurance of customer satisfaction,Confirmation of product suitability for specific needs,Confidence in my knowledge about the product ,Lack of interest in others opinion,Confidence in my own decision making abilities,Prefer seek advice from experts,Review creates confusion,Difference in eWOM and product quality
411,22,Female,SSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree
412,21,Female,Post Graduation,80000 and above,Nuclear,Urban,Tower,Student,5,Single,Hindi,no,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree
413,22,Female,HSC,0-20000,Nuclear,Urban,Slum,Student,4,Single,Hindi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
414,28,Male,SSC,80000 and above,Joint,Urban,Tower,Student,3,Single,Marathi,no,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree
415,22,Female,Post Graduation,20000-80000,Nuclear,Urban,Tower,Service,2,Single,Hindi,yes,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly disagree
416,24,Male,Graduation,20000-80000,Nuclear,Urban,Bulding,Student,2,Single,Marathi,no,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree
417,22,Male,SSC,80000 and above,Joint,Urban,Tower,Student,3,Single,Marathi,yes,Neutral,Agree,Strongly agree,Neutral,Disagree,Disagree,Agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Neutral
418,26,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Student,2,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree
419,24,Male,Post Graduation,20000-80000,Joint,Urban,Bulding,Student,1,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
420,30,Male,Post Graduation,80000 and above,Joint,Rural,Slum,Student,1,Single,Marathi,no,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
421,22,Male,HSC,0-20000,Nuclear,Urban,Tower,Service,1,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
422,24,Male,Graduation,20000-80000,Joint,Urban,Tower,Student,1,Single,Marathi,yes,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree
423,23,Male,Graduation,0-20000,Joint,Rural,Bulding,Service,3,Single,Hindi,yes,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
424,24,Female,Post Graduation,20000-80000,Joint,Urban,Tower,Student,2,Single,Hindi,yes,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral
425,22,Female,Graduation,0-20000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Disagree,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Agree
426,19,Male,HSC,20000-80000,Nuclear,Urban,Bulding,Service,1,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree
427,27,Male,Post Graduation,20000-80000,Joint,Urban,Slum,Student,2,Single,Marathi,yes,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Disagree,Strongly disagree
428,23,Male,Graduation,20000-80000,Nuclear,Urban,Bulding,Student,0,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree
429,20,Male,SSC,20000-80000,Nuclear,Urban,Tower,Service,4,Single,Marathi,yes,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree
430,20,Male,Graduation,0-20000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree
431,22,Female,Graduation,20000-80000,Joint,Rural,Bulding,Service,1,Single,Marathi,yes,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Disagree
432,23,Male,HSC,0-20000,Nuclear,Urban,Tower,Service,4,Single,Marathi,yes,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree
433,21,Female,Graduation,0-20000,Joint,Urban,Bulding,Service,0,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
434,20,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Agree,Agree
435,22,Female,SSC,0-20000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Neutral,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree
436,22,Female,SSC,0-20000,Nuclear,Urban,Slum,Service,5,Single,Hindi,yes,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree
437,21,Female,Post Graduation,20000-80000,Joint,Urban,Tower,Service,1,Single,Hindi,yes,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral
438,23,Female,HSC,20000-80000,Joint,Urban,Tower,Service,5,Single,Hindi,yes,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree
439,23,Female,SSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Hindi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
440,23,Female,Post Graduation,0-20000,Nuclear,Urban,Tower,Service,0,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
441,21,Female,HSC,0-20000,Joint,Urban,Slum,Service,5,Single,Marathi,yes,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree
442,22,Male,Graduation,20000-80000,Joint,Urban,Slum,Service,2,Single,Marathi,yes,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree
443,21,Female,Graduation,80000 and above,Joint,Urban,Bulding,Student,1,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Agree
444,21,Female,HSC,80000 and above,Joint,Urban,Tower,Service,3,Single,Marathi,yes,Agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree
445,24,Female,Graduation,20000-80000,Joint,Urban,Tower,Service,5,Single,Marathi,yes,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree
446,24,Male,SSC,20000-80000,Joint,Urban,Bulding,Service,0,Single,Marathi,yes,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral
447,21,Male,Graduation,80000 and above,Joint,Urban,Tower,Student,2,Single,Hindi,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree
448,21,Female,SSC,80000 and above,Joint,Urban,Slum,Service,0,Single,Marathi,yes,Neutral,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree
449,24,Male,HSC,80000 and above,Joint,Urban,Tower,Student,2,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree
450,23,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,3,Single,Hindi,yes,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral
451,22,Male,HSC,80000 and above,Nuclear,Urban,Bulding,Service,3,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral
452,26,Male,SSC,20000-80000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree
453,32,Male,Post Graduation,80000 and above,Joint,Urban,Bunglaw,Student,0,Single,Hindi,yes,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree
454,27,Female,SSC,20000-80000,Joint,Urban,Slum,Student,2,Single,Marathi,yes,Disagree,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree
455,21,Male,Graduation,20000-80000,Joint,Urban,Slum,Service,4,Single,Marathi,yes,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree
456,18,Female,HSC,80000 and above,Nuclear,Urban,Bunglaw,Service,5,Single,Hindi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
457,26,Female,Graduation,0-20000,Joint,Urban,Bulding,Student,3,Single,Marathi,yes,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral
458,22,Female,HSC,80000 and above,Joint,Rural,Tower,Service,1,Single,Marathi,no,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree
459,27,Female,SSC,20000-80000,Nuclear,Urban,Slum,Student,4,Single,Marathi,yes,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree
460,34,Female,Graduation,20000-80000,Joint,Urban,Slum,Student,2,Single,Marathi,yes,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Disagree
461,21,Female,Post Graduation,80000 and above,Joint,Urban,Tower,Service,3,Single,Marathi,yes,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree
462,22,Female,Graduation,20000-80000,Joint,Rural,Slum,Service,5,Single,Marathi,no,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Neutral
463,21,Male,Post Graduation,80000 and above,Nuclear,Urban,Slum,Service,3,Single,Hindi,no,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly agree
464,26,Male,Post Graduation,80000 and above,Joint,Rural,Tower,Service,4,Single,Marathi,no,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
465,23,Male,HSC,0-20000,Nuclear,Rural,Tower,Student,3,Single,Marathi,no,Neutral,Neutral,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree
466,20,Male,SSC,0-20000,Joint,Urban,Slum,Service,1,Single,Marathi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
467,23,Male,Post Graduation,0-20000,Joint,Urban,Slum,Student,1,Single,Marathi,yes,Agree,Neutral,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral
468,21,Female,SSC,20000-80000,Nuclear,Urban,Slum,Service,2,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Neutral
469,23,Male,Graduation,0-20000,Joint,Rural,Slum,Student,2,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral
470,23,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,3,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral
471,22,Female,Graduation,20000-80000,Joint,Urban,Tower,Service,4,Single,Marathi,no,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral
472,24,Male,HSC,80000 and above,Joint,Urban,Slum,Service,1,Single,Marathi,yes,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral
473,24,Male,Graduation,20000-80000,Nuclear,Urban,Tower,Student,3,Single,Hindi,yes,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree
474,23,Male,Post Graduation,20000-80000,Joint,Urban,Slum,Service,1,Single,Hindi,no,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
475,28,Male,SSC,20000-80000,Nuclear,Rural,Tower,Student,5,Single,Marathi,yes,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Strongly agree,Neutral,Disagree,Neutral
476,23,Male,SSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
477,22,Female,HSC,20000-80000,Joint,Urban,Slum,Service,1,Single,English,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree
478,22,Male,Graduation,20000-80000,Joint,Urban,Tower,Student,5,Single,Hindi,yes,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree
479,27,Male,Post Graduation,20000-80000,Joint,Urban,Slum,Student,2,Single,Marathi,yes,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral
480,22,Female,Post Graduation,20000-80000,Joint,Urban,Bunglaw,Student,0,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
481,22,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,1,Single,Marathi,yes,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Agree,Neutral
482,22,Male,SSC,0-20000,Joint,Urban,Bulding,Service,1,Single,Marathi,yes,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Disagree
483,25,Male,Post Graduation,20000-80000,Nuclear,Rural,Slum,Student,0,Single,Marathi,yes,Agree,Neutral,Strongly agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree
484,23,Male,Graduation,20000-80000,Joint,Urban,Tower,Service,1,Single,Marathi,yes,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral
485,20,Male,Graduation,20000-80000,Joint,Urban,Tower,Service,3,Single,Marathi,yes,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral
486,27,Female,Graduation,20000-80000,Nuclear,Urban,Slum,Student,4,Single,Marathi,no,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree
487,27,Male,SSC,80000 and above,Joint,Urban,Slum,Student,0,Single,Marathi,yes,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree
488,26,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree
489,23,Male,Post Graduation,20000-80000,Nuclear,Urban,Slum,Service,4,Single,Marathi,no,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree
490,23,Male,Post Graduation,0-20000,Joint,Urban,Slum,Student,3,Single,Marathi,yes,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral
491,22,Male,Post Graduation,0-20000,Joint,Urban,Slum,Student,1,Single,Marathi,yes,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Neutral
492,22,Female,Post Graduation,80000 and above,Joint,Urban,Slum,Service,2,Single,Marathi,yes,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Strongly agree,Neutral,Agree
493,22,Female,SSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly disagree,Neutral
494,22,Female,SSC,20000-80000,Joint,Urban,Slum,Service,1,Single,Marathi,yes,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral
495,24,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,3,Single,English,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree
496,22,Female,Post Graduation,80000 and above,Joint,Rural,Slum,Service,2,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral
497,23,Female,Post Graduation,20000-80000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Neutral
498,22,Male,Post Graduation,0-20000,Joint,Urban,Tower,Student,3,Single,Marathi,no,Agree,Disagree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral
499,23,Male,HSC,80000 and above,Nuclear,Urban,Slum,Student,1,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree
500,22,Male,Graduation,20000-80000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree
501,21,Male,Post Graduation,20000-80000,Joint,Rural,Slum,Service,2,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
502,22,Female,Post Graduation,80000 and above,Joint,Urban,Tower,Service,3,Single,English,yes,Disagree,Neutral,Strongly agree,Neutral,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Strongly disagree
503,22,Female,Post Graduation,80000 and above,Joint,Urban,Slum,Service,3,Single,English,yes,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree
504,28,Female,SSC,20000-80000,Joint,Rural,Tower,Student,1,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree
505,22,Female,HSC,20000-80000,Nuclear,Rural,Slum,Student,1,Single,Marathi,yes,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral
506,22,Male,SSC,20000-80000,Joint,Urban,Slum,Student,1,Single,Marathi,yes,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Agree,Strongly disagree
507,23,Female,Graduation,80000 and above,Joint,Urban,Bunglaw,Service,0,Single,English,yes,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral
508,25,Female,HSC,80000 and above,Joint,Urban,Bunglaw,Student,2,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree
509,23,Male,SSC,0-20000,Nuclear,Urban,Slum,Service,0,Single,Hindi,no,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree
510,23,Female,Post Graduation,80000 and above,Joint,Urban,Slum,Student,1,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree
511,22,Male,Post Graduation,0-20000,Joint,Urban,Slum,Service,2,Single,Marathi,no,Agree,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree
512,22,Male,Graduation,20000-80000,Joint,Rural,Bulding,Service,2,Single,Hindi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral
513,25,Male,Post Graduation,80000 and above,Joint,Urban,Bunglaw,Student,0,Single,Marathi,no,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
514,22,Female,Post Graduation,0-20000,Joint,Urban,Bulding,Service,3,Single,English,yes,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral
515,23,Male,SSC,80000 and above,Joint,Rural,Slum,Service,3,Single,Hindi,yes,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree
516,21,Female,Graduation,0-20000,Joint,Urban,Tower,Service,3,Single,Hindi,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Agree,Neutral,Strongly disagree,Disagree
